2255.000000 0.392578125000
6065.000000 0.497070312500
7221.000000 0.531250000000
7256.000000 0.488281250000
8926.000000 0.501953125000
10909.000000 0.556640625000
16803.000000 0.698242187500
19958.000000 0.675781250000
20933.000000 0.732421875000
22603.000000 1.041015625000
24011.000000 1.093750000000
24770.000000 0.783203125000
34870.000000 0.982421875000
39973.000000 1.087890625000
53614.000000 1.658203125000
78101.000000 1.813476562500
97946.000000 2.510742187500
133059.000000 2.078125000000
152341.000000 3.345703125000
