6065.000000 94224.883759274526
7221.000000 84222.971887550200
7256.000000 77313.693495038591
8926.000000 64493.415191575172
10909.000000 59017.844348702907
16803.000000 46803.070880199964
19958.000000 38195.949093095500
20933.000000 40674.710361629965
22603.000000 51122.893067291952
24011.000000 50439.601849152474
34870.000000 31303.917866360767
39973.000000 31609.688539764342
53614.000000 36651.460887081732
78101.000000 26542.998834842063
135664.000000 42773.466682391794
152341.000000 24428.067453935579
