10909            4.25
20933            8.01
39973           15.93
78101           33.08
152341          64.32


10909            0.14
20933            0.47
39973            0.57
78101            0.91
152341           3.95


10909             9.1
20933            19.3
39973           40.42
78101           83.77
152341         199.68


10909            0.34
20933            0.72
39973            1.54
78101            3.34
152341           7.65
